trip_duration_sec,trip_duration_min,trip_duration_hr,distance_traveled_Km,KPH,wait_time_cost,distance_cost,fare_w_flag,tip,miscellaneous_fees,total_fare_new,num_of_passengers,surge_applied
542,9.03,0.1505,2.78,18.4717608,3.6,4.32,10.62,0,9.75,20.37,1,FALSE
624,10.4,0.173333333,3.54,20.42307692,4.15,5.5,12.35,27,34.13,73.48,1,TRUE
258,4.3,0.071666667,1.21,16.88372093,1.72,1.88,6.3,0,9.75,16.05,1,FALSE
1714,28.57,0.476166667,5.52,11.59257963,11.4,8.57,22.67,0,13.5,36.17,1,FALSE
167,2.78,4.63E-02,0.97,20.9352518,1.11,1.51,5.32,0,6,11.32,1,FALSE
318,5.3,8.83E-02,1.5,16.98113208,2.11,2.33,7.14,22,10.25,39.39,1,FALSE
812,13.53,0.2255,3.17,14.05764967,5.4,4.92,13.02,13,5.75,31.77,1,FALSE
141,2.35,3.92E-02,1,25.53191489,0.94,1.55,5.19,7,6.2,18.39,1,FALSE
1953,32.55,0.5425,7.56,13.93548387,12.99,11.74,27.43,0,13.5,40.93,1,FALSE
593,9.88,0.164666667,2.19,13.29959514,3.94,3.4,10.04,0,9.75,19.79,1,FALSE
621,10.35,0.1725,2.9,16.8115942,4.13,4.5,11.33,19,26.38,56.71,3,TRUE
177,2.95,4.92E-02,1.05,21.3559322,1.18,1.63,5.51,0,13.5,19.01,1,FALSE
849,14.15,0.235833333,2.93,12.42402827,5.64,4.55,12.89,0,6,18.89,1,FALSE
883,14.72,0.245333333,2.08,8.47826087,5.87,3.23,11.8,0,13.5,25.3,1,FALSE
430,7.17,0.1195,2.22,18.57740586,2.86,3.45,9.01,12,5.7,26.71,1,FALSE
296,4.93,8.22E-02,1.45,17.64705882,1.97,2.25,6.92,14,26.13,47.05,1,TRUE
1517,25.28,0.421333333,6.92,16.42405063,10.09,10.75,23.54,0,6,29.54,6,FALSE
761,12.68,0.211333333,4.65,22.00315457,5.06,7.22,14.98,0,6,20.98,1,FALSE
1532,25.53,0.4255,11.43,26.86251469,10.19,17.76,30.65,42,26.63,99.28,1,TRUE
592,9.87,0.1645,4.25,25.83586626,3.94,6.6,13.24,16,6.2,35.44,1,FALSE
2073,34.55,0.575833333,7.24,12.57308249,13.78,11.25,27.73,0,6,33.73,1,FALSE
790,13.17,0.2195,4.54,20.6833713,5.25,7.05,15,0,6,21,1,FALSE
852,14.2,0.236666667,3.44,14.53521127,5.66,5.34,13.7,0,6,19.7,1,FALSE
264,4.4,7.33E-02,1.61,21.95454545,1.76,2.5,6.96,14,6.18,27.14,1,FALSE
426,7.1,0.118333333,1.83,15.46478873,2.83,2.84,8.37,11,5.95,25.32,1,FALSE
529,8.82,0.147,2.66,18.0952381,3.52,4.13,10.35,0,6,16.35,1,FALSE
1002,16.7,0.278333333,6.32,22.70658683,6.66,9.82,19.18,27,26.7,72.88,1,TRUE
1184,19.73,0.328833333,11.54,35.09376584,7.87,17.93,28.5,0,13.5,42,1,FALSE
1443,24.05,0.400833333,6.21,15.49272349,9.59,9.65,21.94,29,26.95,77.89,1,TRUE
830,13.83,0.2305,4.76,20.65075922,5.52,7.39,15.61,23,26.95,65.56,1,TRUE
593,9.88,0.164666667,2.57,15.60728745,3.94,3.99,10.63,14,5.88,30.51,1,FALSE
861,14.35,0.239166667,5.47,22.87108014,5.72,8.5,16.92,0,26.63,43.55,1,TRUE
2916,48.6,0.81,16.06,19.82716049,19.39,24.95,47.04,72,75.9,194.94,1,TRUE
845,14.08,0.234666667,3.23,13.76420455,5.62,5.02,13.34,0,6,19.34,1,FALSE
572,9.53,0.158833333,1.5,9.44386149,3.8,2.33,8.83,15,13.2,37.03,1,FALSE
660,11,0.183333333,3.81,20.78181818,4.39,5.92,13.01,18,9.45,40.46,1,FALSE
691,11.52,0.192,4.35,22.65625,4.59,6.76,14.05,19,13.63,46.68,1,FALSE
117,1.95,3.25E-02,0.95,29.23076923,0.78,1.48,4.96,7,6.2,18.16,1,FALSE
2928,48.8,0.813333333,8.92,10.96721311,19.47,13.86,36.03,53,33.7,122.73,1,TRUE
755,12.58,0.209666667,7.13,34.0063593,5.02,11.08,18.8,0,26.63,45.43,1,TRUE
211,3.52,5.87E-02,0.8,13.63636364,1.4,1.24,5.34,0,13.5,18.84,2,FALSE
1024,17.07,0.2845,3.7,13.00527241,6.81,5.75,15.26,0,26.63,41.89,1,TRUE
3101,51.68,0.861333333,26.15,30.35990712,20.62,40.62,63.94,0,2.25,66.19,1,FALSE
880,14.67,0.2445,3.57,14.60122699,5.85,5.55,14.1,0,13.5,27.6,1,FALSE
744,12.4,0.206666667,4.38,21.19354839,4.95,6.8,14.45,18,10.2,42.65,1,FALSE
437,7.28,0.121333333,3.94,32.47252747,2.91,6.12,11.73,0,26.63,38.36,1,TRUE
686,11.43,0.1905,2.41,12.65091864,4.56,3.74,11,14,5.95,30.95,1,FALSE
660,11,0.183333333,2.32,12.65454545,4.39,3.6,10.69,0,9.75,20.44,1,FALSE
635,10.58,0.176333333,3.19,18.09073724,4.22,4.96,11.88,0,26.63,38.51,1,TRUE
390,6.5,0.108333333,1.8,16.61538462,2.59,2.8,8.09,8,5.5,21.59,1,FALSE
1088,18.13,0.302166667,6.66,22.04081633,7.23,10.35,20.28,0,13.5,33.78,1,FALSE
1555,25.92,0.432,16.29,37.70833333,10.34,25.31,38.35,8,26.13,72.48,1,TRUE
949,15.82,0.263666667,3.09,11.7193426,6.31,4.8,13.81,0,26.63,40.44,1,TRUE
896,14.93,0.248833333,11.1,44.60817147,5.96,17.24,25.9,0,0,25.9,1,FALSE
376,6.27,0.1045,1.29,12.34449761,2.5,2,7.2,15,6,28.2,1,FALSE
997,16.62,0.277,16.98,61.29963899,6.63,26.38,35.71,68,2.2,105.91,1,FALSE
572,9.53,0.158833333,2.93,18.44700944,3.8,4.55,11.05,15,5.7,31.75,1,FALSE
1477,24.62,0.410333333,8.5,20.71486596,9.82,13.2,25.72,32,9.7,67.42,1,FALSE
252,4.2,7.00E-02,0.95,13.57142857,1.68,1.48,5.86,0,13.5,19.36,2,FALSE
466,7.77,0.1295,2.09,16.13899614,3.1,3.25,9.05,0,13.5,22.55,1,FALSE
382,6.37,0.106166667,3.2,30.14128728,2.54,4.97,10.21,0,6,16.21,1,FALSE
2421,40.35,0.6725,16.74,24.89219331,16.1,26,44.8,54,5.7,104.5,1,FALSE
976,16.27,0.271166667,4.2,15.48862938,6.49,6.52,15.71,0,13.5,29.21,1,FALSE
1024,17.07,0.2845,4.88,17.15289982,6.81,7.58,17.09,26,26.2,69.29,1,TRUE
502,8.37,0.1395,2.46,17.6344086,3.34,3.82,9.86,0,9.75,19.61,1,FALSE
5,8.00E-02,1.33E-03,0.11,82.5,3.00E-02,0.17,2.9,0,2.25,5.15,1,FALSE
491,8.18,0.136333333,2.93,21.49144254,3.26,4.55,10.51,0,9.75,20.26,1,FALSE
652,10.87,0.181166667,3.01,16.61453542,4.34,4.68,11.72,8,13,32.72,1,FALSE
768,12.8,0.213333333,3.7,17.34375,5.11,5.75,13.56,22,26.38,61.94,1,TRUE
1032,17.2,0.286666667,9.96,34.74418605,6.86,15.47,25.03,0,26.63,51.66,1,TRUE
442,7.37,0.122833333,1.77,14.40976934,2.94,2.75,8.39,0,6,14.39,1,FALSE
762,12.7,0.211666667,3.54,16.72440945,5.07,5.5,13.27,22,26.38,61.65,1,TRUE
1650,27.5,0.458333333,9.11,19.87636364,10.97,14.15,27.82,0,6,33.82,1,FALSE
757,12.62,0.210333333,1.83,8.700475436,5.03,2.84,10.57,0,6,16.57,1,FALSE
1735,28.92,0.482,3.4,7.053941909,11.54,5.28,19.52,0,6,25.52,1,FALSE
725,12.08,0.201333333,3.46,17.18543046,4.82,5.37,12.89,0,30.38,43.27,1,TRUE
520,8.67,0.1445,1.93,13.35640138,3.46,3,9.16,19,5.68,33.84,1,FALSE
1135,18.92,0.315333333,5.84,18.52008457,7.55,9.07,19.32,26,26.5,71.82,1,TRUE
1877,31.28,0.521333333,20.28,38.90025575,12.48,31.5,46.68,58,6.2,110.88,2,FALSE
203,3.38,5.63E-02,0.71,12.6035503,1.35,1.1,5.15,0,6,11.15,1,FALSE
1116,18.6,0.31,11.06,35.67741935,7.42,17.18,27.3,0,6,33.3,1,FALSE
189,3.15,5.25E-02,0.93,17.71428571,1.26,1.44,5.4,0,13.5,18.9,1,FALSE
629,10.48,0.174666667,2.25,12.88167939,4.18,3.5,10.38,13,6.2,29.58,2,FALSE
516,8.6,0.143333333,2.72,18.97674419,3.43,4.23,10.36,0,9.75,20.11,1,FALSE
582,9.7,0.161666667,2.9,17.93814433,3.87,4.5,11.07,0,9.75,20.82,1,FALSE
2849,47.48,0.791333333,16.3,20.59814659,18.94,25.32,46.96,0,34.13,81.09,1,TRUE
4019,66.98,1.116333333,24.78,22.19767095,26.72,38.49,67.91,0,26.63,94.54,1,TRUE
2710,45.17,0.752833333,7.89,10.48040735,18.02,12.26,32.98,15,26.63,74.61,1,TRUE
535,8.92,0.148666667,4.49,30.20179372,3.56,6.97,13.23,0,9.75,22.98,1,FALSE
339,5.65,9.42E-02,1.92,20.38938053,2.25,2.98,7.93,0,26.63,34.56,3,TRUE
1833,30.55,0.509166667,9.48,18.61865794,12.19,14.73,29.62,48,6.38,84,1,FALSE
177,2.95,4.92E-02,0.92,18.71186441,1.18,1.43,5.31,9,6,20.31,1,FALSE
1641,27.35,0.455833333,2.27,4.979890311,10.91,3.53,17.14,0,6,23.14,1,FALSE
854,14.23,0.237166667,3.03,12.77582572,5.68,4.71,13.09,13,26.38,52.47,1,TRUE
869,14.48,0.241333333,2.8,11.60220994,5.78,4.35,12.83,18,13.95,44.78,1,FALSE
849,14.15,0.235833333,2.56,10.85512367,5.64,3.98,12.32,19,33.65,64.97,1,TRUE
2051,34.18,0.569666667,7.77,13.6395553,13.64,12.07,28.41,0,6,34.41,6,FALSE
1064,17.73,0.2955,4.84,16.37901861,7.07,7.52,17.29,1,5.75,24.04,1,FALSE
487,8.12,0.135333333,1.5,11.08374384,3.24,2.33,8.27,12,5.7,25.97,1,FALSE
409,6.82,0.113666667,2.19,19.26686217,2.72,3.4,8.82,0,26.63,35.45,5,TRUE
835,13.92,0.232,4.52,19.48275862,5.55,7.02,15.27,0,26.63,41.9,1,TRUE
1375,22.92,0.382,12.5,32.72251309,9.14,19.42,31.26,49,55.4,135.66,1,FALSE
452,7.53,0.1255,2.24,17.84860558,3.01,3.48,9.19,2,34.6,45.79,1,TRUE
1254,20.9,0.348333333,4.8,13.77990431,8.34,7.46,18.5,0,13.5,32,1,FALSE
862,14.37,0.2395,4.02,16.78496868,5.73,6.24,14.67,28,26.83,69.5,1,TRUE
240,4,6.67E-02,0.8,12,1.6,1.24,5.54,0,9.75,15.29,1,FALSE
1247,20.78,0.346333333,10.88,31.41482194,8.29,16.9,27.89,33,9.52,70.41,1,FALSE
623,10.38,0.173,2.22,12.83236994,4.14,3.45,10.29,17,6.4,33.69,1,FALSE
271,4.52,7.53E-02,1.53,20.30973451,1.8,2.38,6.88,0,6,12.88,1,FALSE
825,13.75,0.229166667,2.57,11.21454545,5.49,3.99,12.18,30,27,69.18,1,TRUE
1279,21.32,0.355333333,4.2,11.81988743,8.5,6.52,17.72,8,26.13,51.85,2,TRUE
753,12.55,0.209166667,3.15,15.05976096,5.01,4.89,12.6,0,6,18.6,1,FALSE
776,12.93,0.2155,5.31,24.64037123,5.16,8.25,16.11,15,9.75,40.86,1,FALSE
876,14.6,0.243333333,1.88,7.726027397,5.82,2.92,11.44,0,13.5,24.94,1,FALSE
1150,19.17,0.3195,5.95,18.6228482,7.65,9.24,19.59,32,10.15,61.74,1,FALSE
909,15.15,0.2525,2.9,11.48514851,6.04,4.5,13.24,0,6,19.24,2,FALSE
898,14.97,0.2495,4.02,16.11222445,5.97,6.24,14.91,23,26.95,64.86,2,TRUE
236,3.93,6.55E-02,1.72,26.25954198,1.57,2.67,6.94,16,13.93,36.87,1,FALSE
598,9.97,0.166166667,4.23,25.45636911,3.98,6.57,13.25,21,30.45,64.7,1,TRUE
392,6.53,0.108833333,2.37,21.77641654,2.61,3.68,8.99,0,6,14.99,1,FALSE
524,8.73,0.1455,2.27,15.60137457,3.48,3.53,9.71,0,6,15.71,6,FALSE
1057,17.62,0.293666667,3.3,11.23723042,7.03,5.13,14.86,0,34.13,48.99,1,TRUE
662,11.03,0.183833333,2.9,15.77515866,4.4,4.5,11.6,16,13.7,41.3,1,FALSE
591,9.85,0.164166667,5.29,32.22335025,3.93,8.22,14.85,8,9.85,32.7,1,FALSE
531,8.85,0.1475,2.2,14.91525424,3.53,3.42,9.65,13,6.2,28.85,1,FALSE
1052,17.53,0.292166667,4.31,14.75185396,6.99,6.7,16.39,27,5.85,49.24,5,FALSE
207,3.45,5.75E-02,1.08,18.7826087,1.38,1.68,5.76,0,6,11.76,6,FALSE
229,3.82,6.37E-02,3.15,49.47643979,1.52,4.89,9.11,0,30.38,39.49,1,TRUE
246,4.1,6.83E-02,1.08,15.80487805,1.64,1.68,6.02,13,9.8,28.82,1,FALSE
544,9.07,0.151166667,2.77,18.32414553,3.62,4.3,10.62,18,2.63,31.25,1,FALSE
517,8.62,0.143666667,2.3,16.00928074,3.44,3.57,9.71,12,6.45,28.16,1,FALSE
773,12.88,0.214666667,5.58,25.99378882,5.14,8.67,16.51,0,34.13,50.64,1,TRUE
466,7.77,0.1295,2.53,19.53667954,3.1,3.93,9.73,15,13.5,38.23,6,FALSE
3720,62,1.033333333,21.68,20.98064516,24.73,33.68,61.11,139,82.85,282.96,1,TRUE
787,13.12,0.218666667,4.35,19.89329268,5.23,6.76,14.69,0,9.75,24.44,1,FALSE
280,4.67,7.78E-02,1.13,14.51820128,1.86,1.76,6.32,9,5.63,20.95,1,FALSE
327,5.45,9.08E-02,1.34,14.75229358,2.17,2.08,6.95,0,13.5,20.45,1,FALSE
346,5.77,9.62E-02,0.74,7.694974003,2.3,1.15,6.15,0,13.5,19.65,1,FALSE
556,9.27,0.1545,3.11,20.12944984,3.7,4.83,11.23,0,9.75,20.98,5,FALSE
1386,23.1,0.385,5.21,13.53246753,9.22,8.09,20.01,0,26.63,46.64,1,TRUE
483,8.05,0.134166667,2.64,19.67701863,3.21,4.1,10.01,0,6,16.01,1,FALSE
942,15.7,0.261666667,5.21,19.91082803,6.26,8.09,17.05,0,6,23.05,1,FALSE
248,4.13,0.068833333,1.09,15.83535109,1.65,1.69,6.04,0,6,12.04,1,FALSE
587,9.78,0.163,2.82,17.3006135,3.9,4.38,10.98,8,29.88,48.86,1,TRUE
714,11.9,0.198333333,2.41,12.1512605,4.75,3.74,11.19,0,6,17.19,1,FALSE
832,13.87,0.231166667,2.98,12.89113194,5.53,4.63,12.86,17,5.95,35.81,1,FALSE
593,9.88,0.164666667,2.04,12.38866397,3.94,3.17,9.81,7,13.1,29.91,1,FALSE
758,12.63,0.2105,4.41,20.95011876,5.04,6.85,14.59,0,2.25,16.84,1,FALSE
1658,27.63,0.4605,14.87,32.29098806,11.02,23.1,36.82,73,26.83,136.65,1,TRUE
398,6.63,0.1105,1.88,17.01357466,2.65,2.92,8.27,0,6,14.27,1,FALSE
690,11.5,0.191666667,2.66,13.87826087,4.59,4.13,11.42,24,13.8,49.22,1,FALSE
1914,31.9,0.531666667,13.04,24.52664577,12.73,20.26,35.69,0,6,41.69,2,FALSE
1308,21.8,0.363333333,5.83,16.04587156,8.7,9.06,20.46,38,26.2,84.66,1,TRUE
1229,20.48,0.341333333,5.81,17.02148438,8.17,9.03,19.9,24,2.25,46.15,1,FALSE
560,9.33,0.1555,3.33,21.414791,3.72,5.17,11.59,16,13.7,41.29,1,FALSE
1083,18.05,0.300833333,5.86,19.47922438,7.2,9.1,19,29,26.2,74.2,1,TRUE
700,11.67,0.1945,2.74,14.0874036,4.65,4.26,11.61,0,6,17.61,1,FALSE
1538,25.63,0.427166667,5.63,13.17986734,10.23,8.75,21.68,0,6,27.68,1,FALSE
385,6.42,0.107,1.43,13.36448598,2.56,2.22,7.48,17,13.15,37.63,1,FALSE
393,6.55,0.109166667,0.95,8.702290076,2.61,1.48,6.79,14,13.15,33.94,1,FALSE
684,11.4,0.19,1.71,9,4.55,2.66,9.91,0,6,15.91,1,FALSE
697,11.62,0.193666667,2.41,12.44406196,4.63,3.74,11.07,0,6,17.07,1,FALSE
1286,21.43,0.357166667,4.02,11.25524965,8.55,6.24,17.49,27,26.7,71.19,1,TRUE
1187,19.78,0.329666667,7.45,22.59858443,7.89,11.57,22.16,0,6,28.16,1,FALSE
242,4.03,6.72E-02,1.13,16.82382134,1.61,1.76,6.07,0,13.5,19.57,1,FALSE
203,3.38,5.63E-02,1.19,21.12426036,1.35,1.85,5.9,8,5.95,19.85,1,FALSE
662,11.03,0.183833333,2.22,12.07615594,4.4,3.45,10.55,0,13.5,24.05,1,FALSE
1209,20.15,0.335833333,4.44,13.22084367,8.04,6.9,17.64,27,26.7,71.34,1,TRUE
114,1.9,3.17E-02,0.55,17.36842105,0.76,0.85,4.31,0,9.75,14.06,1,FALSE
473,7.88,0.131333333,2.4,18.27411168,3.14,3.73,9.57,0,6,15.57,1,FALSE
426,7.1,0.118333333,1.56,13.18309859,2.83,2.42,7.95,11,5.95,24.9,2,FALSE
995,16.58,0.276333333,5.12,18.52834741,6.62,7.95,17.27,19,26.83,63.1,1,TRUE
564,9.4,0.156666667,3.12,19.91489362,3.75,4.85,11.3,0,26.63,37.93,1,TRUE
477,7.95,0.1325,1.4,10.56603774,3.17,2.17,8.04,11,5.95,24.99,1,FALSE
351,5.85,9.75E-02,1.43,14.66666667,2.33,2.22,7.25,0,9.75,17,1,FALSE
644,10.73,0.178833333,2.41,13.47623486,4.28,3.74,10.72,15,13.95,39.67,1,FALSE
544,9.07,0.151166667,2.64,17.46416759,3.62,4.1,10.42,0,6,16.42,1,FALSE
1140,19,0.316666667,6.13,19.35789474,7.58,9.52,19.8,37,5.68,62.48,1,FALSE
1528,25.47,0.4245,12.94,30.48292108,10.16,20.1,32.96,63,62.17,158.13,1,FALSE
243,4.05,6.75E-02,1.29,19.11111111,1.62,2,6.32,0,6,12.32,1,FALSE
210,3.5,5.83E-02,0.64,10.97142857,1.4,0.99,5.09,13,13.55,31.64,1,FALSE
264,4.4,7.33E-02,2.04,27.81818182,1.76,3.17,7.63,9,6.45,23.08,1,FALSE
389,6.48,0.108,0.92,8.518518519,2.59,1.43,6.72,14,13.15,33.87,1,FALSE
1314,21.9,0.365,3.98,10.90410959,8.74,6.18,17.62,30,5.63,53.25,1,FALSE
613,10.22,0.170333333,3.06,17.96477495,4.08,4.75,11.53,16,13.7,41.23,3,FALSE
468,7.8,0.13,2.45,18.84615385,3.11,3.81,9.62,12,6.45,28.07,1,FALSE
718,11.97,0.1995,3.64,18.24561404,4.77,5.65,13.12,24,6.3,43.42,1,FALSE
1821,30.35,0.505833333,6.65,13.14662273,12.11,10.33,25.14,11,34.38,70.52,2,TRUE
313,5.22,8.70E-02,1.53,17.5862069,2.08,2.38,7.16,16,13.93,37.09,1,FALSE
368,6.13,0.102166667,1.08,10.57096248,2.45,1.68,6.83,0,6,12.83,1,FALSE
504,8.4,0.14,2.54,18.14285714,3.35,3.95,10,14,13.45,37.45,1,FALSE
246,4.1,6.83E-02,1.58,23.12195122,1.64,2.45,6.79,9,6.45,22.24,1,FALSE
1124,18.73,0.312166667,4.89,15.66470902,7.47,7.6,17.77,0,6,23.77,1,FALSE
2001,33.35,0.555833333,4.83,8.689655172,13.3,7.5,23.5,37,26.38,86.88,1,TRUE
836,13.93,0.232166667,3.51,15.11844939,5.56,5.45,13.71,21,26.33,61.04,1,TRUE
421,7.02,0.117,1.4,11.96581197,2.8,2.17,7.67,16,10.18,33.85,1,FALSE
750,12.5,0.208333333,2.82,13.536,4.99,4.38,12.07,15,6.45,33.52,1,FALSE
2655,44.25,0.7375,8.98,12.17627119,17.65,13.95,34.3,0,6,40.3,1,FALSE
1147,19.12,0.318666667,10.12,31.75732218,7.63,15.72,26.05,0,26.63,52.68,1,TRUE
217,3.62,6.03E-02,1.29,21.38121547,1.44,2,6.14,0,9.75,15.89,1,FALSE
115,1.92,3.20E-02,1.05,32.8125,0.76,1.63,5.09,7,6.2,18.29,1,FALSE
1405,23.42,0.390333333,5.01,12.8351836,9.34,7.78,19.82,32,34.45,86.27,1,TRUE
699,11.65,0.194166667,2.14,11.02145923,4.65,3.32,10.67,14,5.95,30.62,1,FALSE
668,11.13,0.1855,10.44,56.28032345,4.44,16.22,23.36,0,2.25,25.61,2,FALSE
397,6.62,0.110333333,1.24,11.23867069,2.64,1.93,7.27,10,6.2,23.47,1,FALSE
934,15.57,0.2595,3.72,14.33526012,6.21,5.78,14.69,0,9.75,24.44,6,FALSE
1959,32.65,0.544166667,7.55,13.87442573,13.03,11.73,27.46,0,26.63,54.09,1,TRUE
4154,69.23,1.153833333,8.72,7.557417305,27.62,13.55,43.87,83,26.2,153.07,1,TRUE
1419,23.65,0.394166667,7.89,20.01691332,9.43,12.26,24.39,0,6,30.39,3,FALSE
1367,22.78,0.379666667,6.82,17.96312555,9.09,10.59,22.38,0,13.5,35.88,1,FALSE
659,10.98,0.183,2.59,14.15300546,4.38,4.02,11.1,0,6,17.1,1,FALSE
723,12.05,0.200833333,2.46,12.24896266,4.81,3.82,11.33,14,26.73,52.06,1,TRUE
1095,18.25,0.304166667,8.61,28.30684932,7.28,13.38,23.36,50,26.27,99.63,1,TRUE
810,13.5,0.225,4.28,19.02222222,5.39,6.65,14.74,15,26.63,56.37,1,TRUE
1144,19.07,0.317833333,4.04,12.7110645,7.61,6.28,16.59,20,34.45,71.04,1,TRUE
260,4.33,7.22E-02,1.29,17.87528868,1.73,2,6.43,0,6,12.43,1,FALSE
1830,30.5,0.508333333,8.09,15.9147541,12.17,12.57,27.44,0,6,33.44,1,FALSE
142,2.37,0.0395,0.87,22.02531646,0.94,1.35,4.99,0,2.25,7.24,1,FALSE
844,14.07,0.2345,3.98,16.97228145,5.61,6.18,14.49,0,34.13,48.62,1,TRUE
569,9.48,0.158,2.61,16.51898734,3.78,4.05,10.53,17,6.4,33.93,1,FALSE
1221,20.35,0.339166667,4.09,12.05896806,8.12,6.35,17.17,0,6,23.17,1,FALSE
600,10,0.166666667,3.7,22.2,3.99,5.75,12.44,17,30.02,59.46,1,TRUE
1170,19.5,0.325,3.27,10.06153846,7.78,5.08,15.56,0,6,21.56,1,FALSE
458,7.63,0.127166667,1.64,12.89646134,3.05,2.55,8.3,0,9.75,18.05,5,FALSE
355,5.92,9.87E-02,2.72,27.56756757,2.36,4.23,9.29,17,26.2,52.49,1,TRUE
1389,23.15,0.385833333,3.6,9.330453564,9.24,5.59,17.53,30,5.63,53.16,1,FALSE
848,14.13,0.2355,2.9,12.31422505,5.64,4.5,12.84,0,6,18.84,1,FALSE
588,9.8,0.163333333,2.11,12.91836735,3.91,3.28,9.89,0,13.57,23.46,1,FALSE
557,9.28,0.154666667,2.25,14.54741379,3.7,3.5,9.9,0,6,15.9,1,FALSE
474,7.9,0.131666667,1.77,13.44303797,3.15,2.75,8.6,0,6,14.6,1,FALSE
951,15.85,0.264166667,4.15,15.70977918,6.32,6.45,15.47,0,6,21.47,1,FALSE
883,14.72,0.245333333,9.19,37.45923913,5.87,14.28,22.85,30,62.25,115.1,1,FALSE
258,4.3,0.071666667,1.34,18.69767442,1.72,2.08,6.5,0,6,12.5,1,FALSE
599,9.98,0.166333333,6.16,37.03406814,3.98,9.57,16.25,21,13.95,51.2,2,FALSE
1202,20.03,0.333833333,7.24,21.6874688,7.99,11.25,21.94,38,26.13,86.07,1,TRUE
537,8.95,0.149166667,2.33,15.62011173,3.57,3.62,9.89,0,6,15.89,1,FALSE
856,14.27,0.237833333,3.03,12.74001402,5.69,4.71,13.1,0,6,19.1,1,FALSE
563,9.38,0.156333333,2.16,13.81663113,3.74,3.36,9.8,0,6,15.8,1,FALSE
280,4.67,7.78E-02,1.17,15.03211991,1.86,1.82,6.38,0,6,12.38,1,FALSE
508,8.47,0.141166667,2.75,19.48051948,3.38,4.27,10.35,38,26.13,74.48,1,TRUE
526,8.77,0.146166667,2.67,18.2668187,3.5,4.15,10.35,18,26.7,55.05,1,TRUE
733,12.22,0.203666667,7.26,35.64648118,4.87,11.28,18.85,27,26.7,72.55,1,TRUE
807,13.45,0.224166667,3.23,14.40892193,5.37,5.02,13.09,0,6,19.09,1,FALSE
299,4.98,8.30E-02,1.27,15.30120482,1.99,1.97,6.66,0,6,12.66,1,FALSE
708,11.8,0.196666667,2.56,13.01694915,4.71,3.98,11.39,0,13.5,24.89,2,FALSE
193,3.22,5.37E-02,1.5,27.95031056,1.28,2.33,6.31,14,29.95,50.26,1,TRUE
1074,17.9,0.298333333,5.52,18.5027933,7.14,8.57,18.41,35,30.17,83.58,1,TRUE
2428,40.47,0.6745,33.59,49.79985174,16.14,52.18,71.02,0,55.13,126.15,1,FALSE
1411,23.52,0.392,3.93,10.0255102,9.38,6.1,18.18,0,6,24.18,1,FALSE
1231,20.52,0.342,14.64,42.80701754,8.18,22.74,33.62,0,6,39.62,1,FALSE
812,13.53,0.2255,3.07,13.61419069,5.4,4.77,12.87,0,6,18.87,1,FALSE
3307,55.12,0.918666667,16.74,18.22206096,21.99,26,50.69,0,26.63,77.32,1,TRUE
463,7.72,0.128666667,2.08,16.16580311,3.08,3.23,9.01,0,6,15.01,1,FALSE
677,11.28,0.188,3.38,17.9787234,4.5,5.25,12.45,20,6.25,38.7,1,FALSE
553,9.22,0.153666667,3.01,19.58785249,3.68,4.68,11.06,14,5.95,31.01,1,FALSE
12,0.2,3.33E-03,0.02,6,8.00E-02,3.00E-02,2.81,0,2.25,5.06,1,FALSE
989,16.48,0.274666667,3.23,11.75970874,6.58,5.02,14.3,23,6.1,43.4,1,FALSE
237,3.95,6.58E-02,1.56,23.69620253,1.58,2.42,6.7,14,30.7,51.4,2,TRUE
330,5.5,0.091666667,1.29,14.07272727,2.19,2,6.89,9,6.38,22.27,1,FALSE
1396,23.27,0.387833333,5.87,15.13536743,9.28,9.12,21.1,34,13.85,68.95,1,FALSE
1539,25.65,0.4275,7.27,17.00584795,10.23,11.29,24.22,47,5.8,77.02,2,FALSE
912,15.2,0.253333333,3.54,13.97368421,6.06,5.5,14.26,28,26.83,69.09,1,TRUE
744,12.4,0.206666667,3.75,18.14516129,4.95,5.83,13.48,18,9.45,40.93,1,FALSE
613,10.22,0.170333333,2.69,15.7925636,4.08,4.18,10.96,13,5.75,29.71,1,FALSE
2012,33.53,0.558833333,18.8,33.64151506,13.38,29.2,45.28,0,55.13,100.41,1,FALSE
262,4.37,7.28E-02,1.06,14.55377574,1.74,1.65,6.09,0,6,12.09,2,FALSE
357,5.95,9.92E-02,1.77,17.8487395,2.37,2.75,7.82,8,13,28.82,1,FALSE
858,14.3,0.238333333,4.7,19.72027972,5.7,7.3,15.7,25,33.95,74.65,1,TRUE
754,12.57,0.2095,3.22,15.3699284,5.01,5,12.71,20,26.88,59.59,1,TRUE
890,14.83,0.247166667,3.46,13.99865138,5.92,5.37,13.99,27,5.55,46.54,1,FALSE
4888,81.47,1.357833333,24.12,17.76359396,32.5,37.47,72.67,126,30.52,229.19,1,TRUE
601,10.02,0.167,3.25,19.46107784,4,5.05,11.75,14,5.95,31.7,1,FALSE
4893,81.55,1.359166667,14.93,10.98467198,32.53,23.19,58.42,0,75.75,134.17,1,TRUE
673,11.22,0.187,3.43,18.34224599,4.47,5.33,12.5,0,9.75,22.25,1,FALSE
903,15.05,0.250833333,2.74,10.92358804,6,4.26,12.96,18,5.7,36.66,1,FALSE
761,12.68,0.211333333,3.98,18.83280757,5.06,6.18,13.94,0,9.75,23.69,1,FALSE
